Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Outcome
-0.6717972309408091,0.5566020786811291,0.4203120521020742,0.3766240418839521,0.2147642939025693,-1.3147645150982168,0.28440358018481177,0.6680005294358534,0.8225865572533294,-1.577901746702295,-1
-4.059404173391506,-0.6842662997244122,-2.0540775334280608,-0.5313433534312005,-4.788049311715815,-1.7414881027362539,-1.595022939546962,-0.9904642986516526,-0.8812011403077903,-2.520775600057399,-1
-0.7293595464970597,-1.353742138190818,-0.9899305852477301,-1.6566340334747716,-0.8858581178433894,-0.8150462339020954,-1.211421770833455,-1.181201829176936,-1.1062297041366174,-0.7111650551378677,-1
0.5842527880632874,0.2899228187518923,0.7915506178402092,0.1270000808261121,0.9466655759925111,0.4885206213202563,0.3467370829120343,0.1798336665171086,0.6618518688041671,0.30302014473865657,-1
7.22733120718383,0.6975819253475769,0.9902938121100655,0.5486878779442008,1.1057655555574852,6.472602927964903,0.778922432712415,2.422783066218409,0.8868804326329943,22.480101904038722,1
-0.1401374600362113,1.0471260452595674,0.8213413879179243,1.0797708609618955,0.6643257627760764,-0.17325941936144862,0.8469472243486554,0.3254344551932062,1.015468183392324,-0.05384698910149576,1
-1.5584035849852338,1.7643227488674866,1.0813146941004534,2.5761039871216562,0.9676349170204857,-1.7414881027362539,1.5788376002029487,2.5538283775717074,1.2083498095313188,-2.520775600057399,-1
0.9813557174749123,-0.8452355039640729,-0.5880391985297582,-0.7556074281808393,-0.3657238729662699,1.5778998097555579,-0.5256840068676041,-1.1455938682657083,-0.9454950156874552,2.1386138399487167,1
-0.7622937041466985,-0.7619192699799366,-0.5295545183618409,-0.6355966448623441,-0.3070329862983203,-1.3147645150982168,-0.44175687425695875,-0.9144099442459239,-0.9133480779976227,-1.577901746702295,-1
4.0872812137862695,0.9507936399322623,0.570124601131863,0.9193420254942324,0.3305553116403517,7.049529956605283,0.5512652625926271,3.4956373811725903,0.9833212457024917,25.917927298883733,-1
0.050872626924647196,-2.192497523757669,-1.4505922831047393,-3.7002566905976217,-1.6197364481122658,0.04556015277927781,-2.448150450673373,-0.27968073956828515,-1.299111330275612,0.005811772686663637,-1
3.3614122724467603,-1.0296550783612528,-0.6881824201164168,-1.0499121051675817,-0.4690040141527055,4.932292182702402,-0.7017214488891682,-2.9834880063212514,-1.00978889106712,14.29161559051894,1
-1.4680706843629792,-2.534398153961073,-1.5223830506110572,-4.711126212631851,-1.6998982717496114,-1.3147645150982168,-2.829917897545293,-3.04163310467465,-1.363405205655277,-1.577901746702295,-1
-1.7724752674393882,-0.17536376387378472,-0.3904979535704492,-0.054941405312894286,-0.2724316569312813,-2.5406297215448226,-0.12234287099592231,-0.32651322350354617,-0.5597317634094658,-4.730448194004161,-1
-0.6790613214024145,-0.545152835156125,-1.4931101551572838,-0.36380091895119726,-2.729046528469737,-0.37152659157079404,-0.996408367547094,-0.2817376431673114,-0.8169072649281254,-0.19200675394664835,1
0.6194400730517059,0.6975819253475769,0.9223270994090725,0.5486878779442008,0.9591904917541252,0.5956338920652846,0.7254627457456554,0.49383456808376486,0.8868804326329943,0.4216631697811712,-1
-0.012601652854664806,-7.324555558415443,-1.0194842066755052,-27.624989987806284,-0.5351808669534353,-0.024005316439042034,-3.8450443549137545,-0.6095175773735849,-1.942050084072261,-0.0019976177671559,-1
-0.030154705012420534,0.3342536594965977,0.871778938717194,0.16098804182573687,1.0951006123919729,-0.024005316439042034,0.41987867675216484,0.02781513214553267,0.6939988064939996,-0.0019976177671559,-1
-0.263268268008495,1.0471260452595674,0.9087109208214381,1.0797708609618955,0.8131771641151627,-0.29419757563578613,0.937040557612733,0.46318912581904575,1.015468183392324,-0.13013630832097509,-1
-0.0006699699837748982,-1.475223859572758,-1.9396389630777569,-1.9117446334466586,-3.304880975995042,-0.00039320625888232124,-2.513580806347486,-0.007917806352658653,-1.1383766418264498,-2.1104125955400714e-06,-1
-0.014165724679895087,1.1497549155043583,1.148352273705495,1.2618530786009576,1.2587761650121922,-0.012923061777775248,1.260313682814775,0.06331630395145306,1.0476151210821565,-0.0007116651526956845,1
1.192704670651032,3.1476031450773982,0.8497040382912793,6.760310097819429,0.49265403145526826,2.0571149537686684,1.8249641156961143,5.091186558800205,1.4655253110499784,3.3273432258806626,1
0.4213723582360401,0.38288767705110577,0.9732231225160308,0.2018919403051375,1.304370718669485,0.3143962957423112,0.5131685252131009,0.1770338589478211,0.726145744183832,0.1453658417602527,1
2.7953087708319724,-0.545152835156125,-0.29811746067481454,-0.36380091895119726,-0.10879327945139411,7.659759470112986,-0.19894495479939062,-2.1183368925614037,-0.8169072649281254,29.764040517261584,1
-1.6980869378755314,0.10314207388649274,0.15087058122070807,0.022684354864711688,0.048535984177839296,-5.278379899372606,0.03318143289247977,0.3126820537372155,0.4689702426651725,-16.001759564747353,-1
